company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_departure_datetime_local,scheduled_ground_time_minutes,minimum_turn_minutes,ground_time_deficit,total_seats,total_pax_flight,passenger_load_pct,checked_bags,transfer_bags,transfer_to_checked_ratio,hot_transfer_bags,ssr_count,departure_delay_minutes,difficulty_score,daily_rank,daily_pct_rank,difficulty_class
OO,5821,2025-08-03,ORD,2025-08-03 08:54:00+00:00,59,29,30,50,48,0.96,0,10,0.0,10,0.0,-7.0,74.12430435777907,477.0,0.8704379562043796,Easy
UA,476,2025-08-01,ORD,2025-08-01 10:53:00+00:00,64,43,21,126,104,0.8253968253968254,0,4,0.0,4,1.0,0.0,72.05456402463778,511.0,0.910873440285205,Easy
UA,2649,2025-08-04,ORD,2025-08-04 14:27:00+00:00,162,64,98,176,193,1.0965909090909092,0,0,0.0,0,1.0,-4.0,66.62569455755217,536.0,0.9486725663716814,Easy
UA,1617,2025-08-02,ORD,2025-08-02 14:20:00+00:00,65,43,22,126,122,0.9682539682539683,0,0,0.0,0,4.0,8.0,71.29150454516308,479.0,0.9211538461538461,Easy
YX,3694,2025-08-14,ORD,2025-08-14 10:45:00+00:00,70,34,36,76,80,1.0526315789473684,0,8,0.0,8,0.0,8.0,70.93050547512674,501.0,0.8946428571428572,Easy
UA,2665,2025-08-03,ORD,2025-08-03 21:07:00+00:00,72,56,16,179,199,1.111731843575419,0,1,0.0,1,1.0,16.0,75.15955943500249,467.0,0.8521897810218978,Easy
UA,1996,2025-08-06,ORD,2025-08-06 08:49:00+00:00,499,62,437,200,243,1.215,0,8,0.0,8,9.0,-6.0,64.79978176669393,485.0,0.9661354581673307,Easy
UA,2067,2025-08-14,ORD,2025-08-14 07:30:00+00:00,1,51,-50,166,197,1.1867469879518073,0,1,0.0,1,3.0,84.0,65.2293596639809,526.0,0.9392857142857143,Easy
UA,587,2025-08-08,ORD,2025-08-08 14:07:00+00:00,61,65,-4,166,166,1.0,0,8,0.0,8,3.0,-2.0,70.70940240345273,505.0,0.908273381294964,Easy
UA,482,2025-08-04,ORD,2025-08-04 07:00:00+00:00,63,57,6,166,195,1.1746987951807228,0,7,0.0,7,3.0,2.0,68.60625011613402,526.0,0.9309734513274336,Easy
G7,4549,2025-08-01,ORD,2025-08-01 14:00:00+00:00,115,29,86,50,55,1.1,0,8,0.0,8,0.0,-6.0,65.80426764635394,544.0,0.9696969696969697,Easy
UA,1006,2025-08-14,ORD,2025-08-14 18:00:00+00:00,64,51,13,166,168,1.0120481927710843,0,10,0.0,10,0.0,6.0,68.6128140614075,516.0,0.9214285714285714,Easy
YX,3464,2025-08-11,ORD,2025-08-11 21:15:00+00:00,164,34,130,76,78,1.0263157894736843,0,9,0.0,9,0.0,-1.0,75.38475641860335,499.0,0.875438596491228,Easy
UA,1124,2025-08-12,ORD,2025-08-12 16:07:00+00:00,72,56,16,179,195,1.089385474860335,0,0,0.0,0,2.0,52.0,66.78924241365789,443.0,0.9365750528541226,Easy
UA,1920,2025-08-14,ORD,2025-08-14 15:41:00+00:00,67,56,11,179,182,1.0167597765363128,0,38,0.0,38,3.0,7.0,76.20306913583809,458.0,0.8178571428571428,Easy
UA,467,2025-08-15,ORD,2025-08-15 14:21:00+00:00,66,43,23,126,124,0.9841269841269841,0,0,0.0,0,0.0,-5.0,78.65278124799482,433.0,0.7787769784172662,Medium
UA,2179,2025-08-06,ORD,2025-08-06 18:20:00+00:00,75,66,9,234,234,1.0,0,0,0.0,0,0.0,222.0,83.66923968277207,311.0,0.6195219123505976,Medium
UA,2067,2025-08-09,ORD,2025-08-09 07:30:00+00:00,740,56,684,179,250,1.3966480446927374,0,0,0.0,0,0.0,-6.0,73.61795454907723,448.0,0.8598848368522073,Easy
OO,5748,2025-08-03,ORD,2025-08-03 13:02:00+00:00,106,42,64,76,79,1.0394736842105263,0,0,0.0,0,1.0,10.0,84.44048760167597,312.0,0.5693430656934306,Medium
OO,5234,2025-08-06,ORD,2025-08-06 10:35:00+00:00,47,29,18,50,35,0.7,0,4,0.0,4,0.0,-3.0,80.78614936950665,359.0,0.7151394422310757,Medium
UA,2635,2025-08-01,ORD,2025-08-01 19:13:00+00:00,20,43,-23,126,148,1.1746031746031746,0,1,0.0,1,2.0,0.0,86.81546124405929,247.0,0.44028520499108736,Medium
UA,445,2025-08-01,ORD,2025-08-01 15:50:00+00:00,68,56,12,179,219,1.223463687150838,0,30,0.0,30,4.0,-4.0,45.78119957302924,558.0,0.9946524064171123,Easy
G7,4491,2025-08-10,ORD,2025-08-10 18:30:00+00:00,80,29,51,50,54,1.08,0,0,0.0,0,0.0,71.0,55.46056119012034,548.0,0.9838420107719928,Easy
G7,4416,2025-08-09,ORD,2025-08-09 18:05:00+00:00,65,29,36,50,59,1.18,0,0,0.0,0,1.0,7.0,83.03027867710094,316.0,0.6065259117082533,Medium
UA,416,2025-08-12,ORD,2025-08-12 21:35:00+00:00,455,150,305,243,197,0.8106995884773662,0,0,0.0,0,4.0,48.0,61.534992719840616,456.0,0.9640591966173362,Easy
UA,2691,2025-08-04,ORD,2025-08-04 08:47:00+00:00,497,56,441,179,187,1.0446927374301676,0,4,0.0,4,1.0,-3.0,68.60486500287915,527.0,0.9327433628318584,Easy
UA,2658,2025-08-10,ORD,2025-08-10 16:00:00+00:00,104,46,58,150,174,1.16,0,0,0.0,0,2.0,8.0,85.06546279430245,327.0,0.5870736086175943,Medium
G7,4491,2025-08-12,ORD,2025-08-12 18:30:00+00:00,85,29,56,50,40,0.8,0,0,0.0,0,0.0,891.0,66.45851681808901,445.0,0.9408033826638478,Easy
UA,909,2025-08-11,ORD,2025-08-11 18:15:00+00:00,1268,95,1173,243,240,0.9876543209876543,0,0,0.0,0,4.0,2.0,74.587391082951,510.0,0.8947368421052632,Easy
OO,5637,2025-08-01,ORD,2025-08-01 18:05:00+00:00,55,29,26,50,68,1.36,0,2,0.0,2,0.0,8.0,86.11303972054665,271.0,0.483065953654189,Medium
UA,1823,2025-08-12,ORD,2025-08-12 07:10:00+00:00,139,68,71,200,233,1.165,0,8,0.0,8,3.0,-2.0,80.18158956483708,348.0,0.7357293868921776,Medium
G7,4529,2025-08-08,ORD,2025-08-08 08:55:00+00:00,50,29,21,50,58,1.16,0,12,0.0,12,0.0,-6.0,70.03536479068197,509.0,0.9154676258992805,Easy
OO,5251,2025-08-07,ORD,2025-08-07 19:35:00+00:00,68,34,34,70,77,1.1,0,2,0.0,2,0.0,41.0,72.8879943408612,487.0,0.8790613718411552,Easy
OO,5099,2025-08-02,ORD,2025-08-02 12:40:00+00:00,181,29,152,50,68,1.36,0,1,0.0,1,3.0,-5.0,78.10342640679339,416.0,0.8,Medium
UA,1041,2025-08-08,ORD,2025-08-08 15:35:00+00:00,52,43,9,126,140,1.1111111111111112,0,30,0.0,30,1.0,17.0,71.20313719338795,498.0,0.89568345323741,Easy
UA,1525,2025-08-15,ORD,2025-08-15 13:40:00+00:00,79,43,36,126,131,1.0396825396825398,0,0,0.0,0,1.0,1.0,79.14374379869457,425.0,0.7643884892086331,Medium
UA,1879,2025-08-02,ORD,2025-08-02 08:45:00+00:00,535,65,470,166,232,1.3975903614457832,0,2,0.0,2,1.0,-5.0,91.03667292930908,143.0,0.275,Medium
OO,5360,2025-08-12,ORD,2025-08-12 13:55:00+00:00,40,29,11,50,47,0.94,0,15,0.0,15,3.0,5.0,64.2821105459219,450.0,0.9513742071881607,Easy
OO,5536,2025-08-01,ORD,2025-08-01 13:30:00+00:00,1134,34,1100,76,77,1.013157894736842,0,0,0.0,0,1.0,-1.0,77.10937622024076,457.0,0.8146167557932263,Easy
G7,4613,2025-08-09,ORD,2025-08-09 09:05:00+00:00,68,29,39,50,55,1.1,0,0,0.0,0,4.0,-4.0,85.52634205033968,261.0,0.5009596928982726,Medium
G7,4518,2025-08-03,ORD,2025-08-03 16:47:00+00:00,112,29,83,50,56,1.12,0,0,0.0,0,0.0,-1.0,66.83171280144997,519.0,0.9470802919708029,Easy
UA,1641,2025-08-14,ORD,2025-08-14 21:30:00+00:00,205,56,149,179,33,0.18435754189944134,0,0,0.0,0,0.0,132.0,33.718883369909975,556.0,0.9928571428571429,Easy
OO,5138,2025-08-08,ORD,2025-08-08 21:13:00+00:00,63,29,34,50,23,0.46,0,0,0.0,0,0.0,109.0,77.87824770481163,430.0,0.7733812949640287,Medium
OO,5314,2025-08-13,ORD,2025-08-13 19:40:00+00:00,49,29,20,50,38,0.76,0,5,0.0,5,1.0,77.0,69.74097194407625,491.0,0.9281663516068053,Easy
G7,4460,2025-08-10,ORD,2025-08-10 07:17:00+00:00,847,29,818,50,48,0.96,0,1,0.0,1,1.0,-1.0,69.26755165076042,522.0,0.9371633752244165,Easy
UA,2635,2025-08-02,ORD,2025-08-02 14:06:00+00:00,57,43,14,126,139,1.1031746031746033,0,4,0.0,4,0.0,0.0,76.70386451726641,428.0,0.823076923076923,Easy
UA,602,2025-08-10,ORD,2025-08-10 20:05:00+00:00,70,56,14,179,182,1.0167597765363128,0,1,0.0,1,3.0,52.0,73.07950768031985,494.0,0.8868940754039497,Easy
OO,5229,2025-08-04,ORD,2025-08-04 11:59:00+00:00,47,34,13,76,62,0.8157894736842105,0,0,0.0,0,0.0,-7.0,70.063283356374,521.0,0.9221238938053097,Easy
OO,4792,2025-08-01,ORD,2025-08-01 17:57:00+00:00,69,34,35,76,87,1.144736842105263,0,19,0.0,19,2.0,1.0,73.44589678125342,501.0,0.893048128342246,Easy
UA,2629,2025-08-13,ORD,2025-08-13 10:47:00+00:00,69,56,13,179,200,1.1173184357541899,0,4,0.0,4,6.0,25.0,80.88883926677798,374.0,0.7069943289224953,Medium
UA,1923,2025-08-05,ORD,2025-08-05 20:05:00+00:00,70,43,27,126,167,1.3253968253968254,0,0,0.0,0,0.0,-3.0,68.51676160153914,498.0,0.9449715370018975,Easy
YX,3707,2025-08-10,ORD,2025-08-10 19:45:00+00:00,55,34,21,76,61,0.8026315789473685,0,6,0.0,6,0.0,-6.0,62.65147095777598,535.0,0.9605026929982047,Easy
UA,1413,2025-08-05,ORD,2025-08-05 08:55:00+00:00,78,51,27,166,154,0.927710843373494,0,2,0.0,2,3.0,-10.0,73.84706057734635,466.0,0.8842504743833017,Easy
UA,2179,2025-08-04,ORD,2025-08-04 18:20:00+00:00,78,66,12,234,260,1.1111111111111112,0,0,0.0,0,4.0,9.0,76.71855818704954,474.0,0.8389380530973451,Easy
UA,2147,2025-08-11,ORD,2025-08-11 18:30:00+00:00,85,46,39,150,120,0.8,0,0,0.0,0,2.0,34.0,82.82127876711695,371.0,0.6508771929824562,Medium
UA,490,2025-08-12,ORD,2025-08-12 08:45:00+00:00,70,43,27,126,133,1.0555555555555556,0,13,0.0,13,7.0,0.0,60.10076407137532,459.0,0.9704016913319239,Easy
UA,1830,2025-08-13,ORD,2025-08-13 13:12:00+00:00,58,46,12,150,156,1.04,0,4,0.0,4,6.0,-2.0,80.74265468993089,377.0,0.7126654064272212,Medium
UA,1082,2025-08-15,ORD,2025-08-15 14:12:00+00:00,58,46,12,150,142,0.9466666666666667,0,4,0.0,4,2.0,0.0,69.44897505944456,520.0,0.935251798561151,Easy
UA,2148,2025-08-10,ORD,2025-08-10 19:40:00+00:00,85,54,31,150,167,1.1133333333333333,0,4,0.0,4,2.0,53.0,71.28431725272358,512.0,0.9192100538599641,Easy
UA,1006,2025-08-06,ORD,2025-08-06 18:00:00+00:00,74,51,23,166,149,0.8975903614457831,0,13,0.0,13,1.0,164.0,76.43172812442472,433.0,0.8625498007968128,Easy
UA,1485,2025-08-05,ORD,2025-08-05 13:40:00+00:00,-71,56,-127,179,197,1.100558659217877,0,9,0.0,9,3.0,120.0,67.01941923863036,504.0,0.9563567362428842,Easy
OO,5215,2025-08-15,ORD,2025-08-15 09:06:00+00:00,74,29,45,50,53,1.06,0,0,0.0,0,0.0,-9.0,57.74759637246562,548.0,0.9856115107913669,Easy
OO,5643,2025-08-08,ORD,2025-08-08 21:10:00+00:00,174,29,145,50,42,0.84,0,11,0.0,11,1.0,-3.0,66.30046697129778,525.0,0.9442446043165468,Easy
UA,1612,2025-08-07,ORD,2025-08-07 20:00:00+00:00,100,43,57,126,100,0.7936507936507936,0,0,0.0,0,0.0,3.0,79.25207047665566,406.0,0.7328519855595668,Medium
G7,4476,2025-08-12,ORD,2025-08-12 13:55:00+00:00,49,29,20,50,56,1.12,0,10,0.0,10,1.0,198.0,87.23025092863142,217.0,0.4587737843551797,Medium
UA,2138,2025-08-07,ORD,2025-08-07 14:05:00+00:00,62,51,11,166,177,1.0662650602409638,0,4,0.0,4,1.0,1.0,79.95529081278231,389.0,0.7021660649819494,Medium
OO,5108,2025-08-05,ORD,2025-08-05 16:45:00+00:00,27,29,-2,50,51,1.02,0,0,0.0,0,1.0,39.0,66.66698146072918,507.0,0.9620493358633776,Easy
UA,769,2025-08-07,ORD,2025-08-07 21:35:00+00:00,1895,150,1745,243,270,1.1111111111111112,0,0,0.0,0,1.0,91.0,68.57397484767274,512.0,0.924187725631769,Easy
G7,4429,2025-08-05,ORD,2025-08-05 15:52:00+00:00,57,29,28,50,55,1.1,0,8,0.0,8,0.0,-9.0,68.26000619465053,501.0,0.9506641366223909,Easy
UA,1920,2025-08-06,ORD,2025-08-06 15:41:00+00:00,2111,62,2049,179,155,0.8659217877094972,0,16,0.0,16,4.0,5.0,86.24594628861485,258.0,0.5139442231075697,Medium
G7,4518,2025-08-04,ORD,2025-08-04 16:47:00+00:00,44,29,15,50,56,1.12,0,0,0.0,0,0.0,21.0,62.38663797719843,550.0,0.9734513274336283,Easy
UA,1655,2025-08-06,ORD,2025-08-06 18:00:00+00:00,55,46,9,150,131,0.8733333333333333,0,12,0.0,12,2.0,121.0,64.5912381992724,486.0,0.9681274900398407,Easy
UA,2364,2025-08-03,ORD,2025-08-03 10:38:00+00:00,186,43,143,126,150,1.1904761904761905,0,9,0.0,9,1.0,-1.0,76.4673920404438,449.0,0.8193430656934306,Easy
UA,592,2025-08-05,ORD,2025-08-05 16:50:00+00:00,57,43,14,126,106,0.8412698412698413,0,1,0.0,1,4.0,-5.0,86.48109481733903,274.0,0.5199240986717267,Medium
UA,1291,2025-08-01,ORD,2025-08-01 21:50:00+00:00,91,62,29,200,182,0.91,0,0,0.0,0,1.0,-3.0,67.97169762036799,537.0,0.9572192513368984,Easy
G7,4395,2025-08-11,ORD,2025-08-11 18:15:00+00:00,74,29,45,50,27,0.54,0,1,0.0,1,2.0,-12.0,67.70133625103783,548.0,0.9614035087719298,Easy
OO,5847,2025-08-07,ORD,2025-08-07 16:20:00+00:00,-25,34,-59,76,90,1.1842105263157894,0,5,0.0,5,2.0,60.0,69.05178402345476,509.0,0.9187725631768953,Easy
YX,3663,2025-08-05,ORD,2025-08-05 18:10:00+00:00,74,34,40,76,59,0.7763157894736842,0,5,0.0,5,3.0,-10.0,80.09886336814296,399.0,0.7571157495256167,Medium
OO,5499,2025-08-13,ORD,2025-08-13 19:35:00+00:00,145,29,116,50,28,0.56,0,3,0.0,3,0.0,-1.0,55.44493297837384,518.0,0.9792060491493384,Easy
OO,5557,2025-08-01,ORD,2025-08-01 09:15:00+00:00,78,34,44,76,79,1.0394736842105263,0,0,0.0,0,1.0,-8.0,80.97471937762121,392.0,0.6987522281639929,Medium
UA,2658,2025-08-01,ORD,2025-08-01 16:00:00+00:00,104,46,58,150,178,1.1866666666666668,0,3,0.0,3,3.0,0.0,59.233686679574504,553.0,0.9857397504456328,Easy
UA,374,2025-08-07,ORD,2025-08-07 16:10:00+00:00,54,43,11,126,138,1.0952380952380953,0,0,0.0,0,4.0,21.0,80.72004550611612,369.0,0.6660649819494585,Medium
UA,1403,2025-08-10,ORD,2025-08-10 19:40:00+00:00,65,46,19,150,148,0.9866666666666667,0,19,0.0,19,1.0,16.0,76.5382084960635,465.0,0.8348294434470377,Easy
G7,4588,2025-08-10,ORD,2025-08-10 13:55:00+00:00,58,29,29,50,49,0.98,0,12,0.0,12,0.0,94.0,86.16780554492827,288.0,0.5170556552962298,Medium
G7,4530,2025-08-07,ORD,2025-08-07 15:50:00+00:00,1665,29,1636,50,50,1.0,0,5,0.0,5,2.0,275.0,50.001601099122915,550.0,0.9927797833935018,Easy
UA,2155,2025-08-15,ORD,2025-08-15 19:40:00+00:00,75,66,9,234,251,1.0726495726495726,0,31,0.0,31,2.0,94.0,70.49850486910188,513.0,0.9226618705035972,Easy
OO,5021,2025-08-12,ORD,2025-08-12 20:50:00+00:00,380,29,351,50,16,0.32,0,2,0.0,2,0.0,51.0,71.37228947685894,425.0,0.8985200845665962,Easy
UA,2189,2025-08-07,ORD,2025-08-07 13:00:00+00:00,71,51,20,166,192,1.1566265060240963,0,2,0.0,2,5.0,-5.0,87.06369869033975,239.0,0.4314079422382672,Medium
G7,4416,2025-08-11,ORD,2025-08-11 18:05:00+00:00,60,29,31,50,50,1.0,0,2,0.0,2,1.0,-7.0,83.2529852339295,359.0,0.6298245614035087,Medium
OO,5375,2025-08-04,ORD,2025-08-04 08:50:00+00:00,46,29,17,50,50,1.0,0,4,0.0,4,0.0,21.0,61.8893133499684,551.0,0.9752212389380531,Easy
UA,2455,2025-08-10,ORD,2025-08-10 07:10:00+00:00,79,62,17,179,91,0.5083798882681564,0,2,0.0,2,5.0,4.0,82.37817894698843,376.0,0.6750448833034112,Medium
UA,1414,2025-08-08,ORD,2025-08-08 08:45:00+00:00,42,46,-4,150,170,1.1333333333333333,0,30,0.0,30,4.0,-3.0,71.38959227651247,495.0,0.8902877697841727,Easy
G7,4585,2025-08-15,ORD,2025-08-15 10:55:00+00:00,60,29,31,50,48,0.96,0,3,0.0,3,3.0,-10.0,46.142815748487315,553.0,0.9946043165467626,Easy
OO,5526,2025-08-03,ORD,2025-08-03 18:05:00+00:00,55,29,26,50,55,1.1,0,1,0.0,1,0.0,7.0,38.68131063935499,545.0,0.9945255474452555,Easy
UA,660,2025-08-11,ORD,2025-08-11 09:05:00+00:00,1122,62,1060,200,271,1.355,0,3,0.0,3,3.0,-4.0,83.6358604799579,350.0,0.6140350877192983,Medium
UA,1967,2025-08-02,ORD,2025-08-02 18:15:00+00:00,74,56,18,179,227,1.2681564245810055,0,3,0.0,3,5.0,4.0,75.59214529131735,444.0,0.8538461538461538,Easy
G7,4597,2025-08-08,ORD,2025-08-08 07:15:00+00:00,664,29,635,50,37,0.74,0,5,0.0,5,1.0,-10.0,82.64148127599483,344.0,0.6187050359712231,Medium
UA,1414,2025-08-14,ORD,2025-08-14 08:45:00+00:00,64,46,18,150,165,1.1,0,21,0.0,21,4.0,-1.0,77.09836993791689,442.0,0.7892857142857143,Medium
OO,4778,2025-08-07,ORD,2025-08-07 08:45:00+00:00,41,29,12,50,56,1.12,0,9,0.0,9,1.0,88.0,73.82968374095353,481.0,0.868231046931408,Easy
OO,5435,2025-08-15,ORD,2025-08-15 08:50:00+00:00,45,34,11,76,77,1.013157894736842,0,5,0.0,5,2.0,-5.0,89.50741618292278,178.0,0.32014388489208634,Medium
UA,2207,2025-08-07,ORD,2025-08-07 16:00:00+00:00,65,51,14,166,183,1.1024096385542168,0,1,0.0,1,5.0,8.0,79.43431619013825,401.0,0.723826714801444,Medium
UA,1775,2025-08-02,ORD,2025-08-02 10:45:00+00:00,77,56,21,179,238,1.329608938547486,0,1,0.0,1,4.0,5.0,70.2829640721495,484.0,0.9307692307692308,Easy
UA,1801,2025-08-03,ORD,2025-08-03 16:20:00+00:00,75,66,9,234,251,1.0726495726495726,0,0,0.0,0,3.0,14.0,67.52435191976372,517.0,0.9434306569343066,Easy
OO,5435,2025-08-03,ORD,2025-08-03 08:50:00+00:00,935,34,901,76,75,0.9868421052631579,0,3,0.0,3,3.0,-4.0,79.48070569634082,410.0,0.7481751824817519,Medium
OO,5398,2025-08-05,ORD,2025-08-05 10:55:00+00:00,84,39,45,76,75,0.9868421052631579,0,3,0.0,3,1.0,23.0,72.26594867801545,479.0,0.9089184060721063,Easy
OO,5038,2025-08-12,ORD,2025-08-12 11:05:00+00:00,985,29,956,50,52,1.04,0,0,0.0,0,4.0,19.0,58.47201114255346,460.0,0.9725158562367865,Easy
OO,5534,2025-08-01,ORD,2025-08-01 15:40:00+00:00,131,29,102,50,51,1.02,0,3,0.0,3,1.0,54.0,80.54488137325816,403.0,0.7183600713012478,Medium
UA,2323,2025-08-10,ORD,2025-08-10 09:15:00+00:00,775,62,713,200,305,1.525,0,0,0.0,0,2.0,-1.0,79.85212756744843,419.0,0.7522441651705566,Medium
OO,5045,2025-08-13,ORD,2025-08-13 16:35:00+00:00,129,29,100,50,44,0.88,0,0,0.0,0,1.0,29.0,67.94119118431828,497.0,0.9395085066162571,Easy
OO,5136,2025-08-12,ORD,2025-08-12 07:45:00+00:00,85,29,56,50,7,0.14,0,0,0.0,0,0.0,111.0,70.72224082049706,432.0,0.9133192389006343,Easy
UA,2635,2025-08-07,ORD,2025-08-07 14:02:00+00:00,57,43,14,126,162,1.2857142857142858,0,4,0.0,4,1.0,47.0,86.64631731091231,246.0,0.44404332129963897,Medium
UA,1485,2025-08-09,ORD,2025-08-09 13:40:00+00:00,79,43,36,126,155,1.2301587301587302,0,1,0.0,1,2.0,29.0,79.25039794842247,392.0,0.7523992322456814,Medium
G7,4389,2025-08-12,ORD,2025-08-12 12:50:00+00:00,79,29,50,50,57,1.14,0,10,0.0,10,0.0,97.0,76.08209361295447,392.0,0.828752642706131,Easy
UA,1314,2025-08-05,ORD,2025-08-05 14:26:00+00:00,3,62,-59,200,225,1.125,0,3,0.0,3,7.0,31.0,82.1275065336939,360.0,0.683111954459203,Medium
OO,4766,2025-08-08,ORD,2025-08-08 16:45:00+00:00,120,29,91,50,47,0.94,0,1,0.0,1,0.0,70.0,81.77972300577115,363.0,0.6528776978417267,Medium
G7,4463,2025-08-12,ORD,2025-08-12 18:35:00+00:00,94,29,65,50,57,1.14,0,0,0.0,0,4.0,142.0,62.94819914585999,454.0,0.959830866807611,Easy
UA,1124,2025-08-14,ORD,2025-08-14 16:07:00+00:00,75,56,19,179,184,1.0279329608938548,0,0,0.0,0,0.0,5.0,82.49222701904962,354.0,0.6321428571428571,Medium
YX,3464,2025-08-07,ORD,2025-08-07 21:15:00+00:00,164,34,130,76,71,0.9342105263157895,0,14,0.0,14,0.0,8.0,78.72458763540571,418.0,0.7545126353790613,Medium
G7,4474,2025-08-03,ORD,2025-08-03 07:25:00+00:00,855,29,826,50,61,1.22,0,3,0.0,3,1.0,-1.0,67.95554980836205,515.0,0.9397810218978102,Easy
UA,1872,2025-08-05,ORD,2025-08-05 14:40:00+00:00,85,46,39,150,158,1.0533333333333332,0,6,0.0,6,2.0,-2.0,83.38706043133604,335.0,0.635673624288425,Medium
UA,1124,2025-08-13,ORD,2025-08-13 16:07:00+00:00,92,56,36,179,173,0.9664804469273743,0,0,0.0,0,3.0,148.0,52.10489486619703,524.0,0.9905482041587902,Easy
UA,1989,2025-08-06,ORD,2025-08-06 18:20:00+00:00,258,56,202,179,157,0.8770949720670391,0,0,0.0,0,0.0,135.0,77.86049518691675,413.0,0.8227091633466136,Easy
YX,3569,2025-08-13,ORD,2025-08-13 13:00:00+00:00,55,34,21,76,85,1.118421052631579,0,2,0.0,2,4.0,-5.0,82.9590239318318,332.0,0.6275992438563327,Medium
OO,5946,2025-08-07,ORD,2025-08-07 20:05:00+00:00,75,34,41,70,82,1.1714285714285715,0,0,0.0,0,1.0,59.0,58.74848563892022,535.0,0.9657039711191335,Easy
OO,5821,2025-08-05,ORD,2025-08-05 08:54:00+00:00,79,29,50,50,49,0.98,0,5,0.0,5,0.0,-1.0,72.75552229085388,475.0,0.9013282732447818,Easy
YX,3685,2025-08-14,ORD,2025-08-14 07:20:00+00:00,55,34,21,76,80,1.0526315789473684,0,10,0.0,10,0.0,-9.0,80.77521062611748,391.0,0.6982142857142857,Medium
OO,5250,2025-08-05,ORD,2025-08-05 17:50:00+00:00,62,34,28,76,81,1.0657894736842106,0,1,0.0,1,0.0,3.0,81.12235521443499,380.0,0.7210626185958254,Medium
YX,3716,2025-08-15,ORD,2025-08-15 18:17:00+00:00,87,34,53,76,73,0.9605263157894737,0,0,0.0,0,3.0,-3.0,86.18787135174951,259.0,0.4658273381294964,Medium
OO,5094,2025-08-09,ORD,2025-08-09 10:57:00+00:00,62,29,33,50,66,1.32,0,0,0.0,0,0.0,24.0,65.8572717378644,496.0,0.9520153550863724,Easy
UA,219,2025-08-05,ORD,2025-08-05 09:30:00+00:00,191,88,103,318,420,1.320754716981132,0,14,0.0,14,9.0,-4.0,73.65663423053412,468.0,0.888045540796964,Easy
OO,5505,2025-08-11,ORD,2025-08-11 15:40:00+00:00,70,29,41,50,47,0.94,0,13,0.0,13,2.0,15.0,75.31450205240408,500.0,0.8771929824561403,Easy
UA,1301,2025-08-10,ORD,2025-08-10 20:00:00+00:00,-11,43,-54,126,121,0.9603174603174603,0,0,0.0,0,5.0,177.0,75.54751826557703,477.0,0.8563734290843806,Easy
UA,592,2025-08-11,ORD,2025-08-11 16:50:00+00:00,132,43,89,126,103,0.8174603174603174,0,10,0.0,10,1.0,-3.0,79.78391590927534,442.0,0.775438596491228,Medium
OO,5607,2025-08-01,ORD,2025-08-01 09:20:00+00:00,75,34,41,70,86,1.2285714285714286,0,0,0.0,0,4.0,17.0,72.96048104963239,504.0,0.8983957219251337,Easy
OO,5121,2025-08-06,ORD,2025-08-06 07:45:00+00:00,67,29,38,50,10,0.2,0,0,0.0,0,0.0,52.0,96.12840302907156,44.0,0.08764940239043825,Difficult
UA,2189,2025-08-11,ORD,2025-08-11 13:00:00+00:00,77,51,26,166,200,1.2048192771084338,0,5,0.0,5,4.0,32.0,80.79956214242046,420.0,0.7368421052631579,Medium
G7,4542,2025-08-04,ORD,2025-08-04 20:05:00+00:00,100,29,71,50,45,0.9,0,0,0.0,0,0.0,15.0,52.1973759774521,561.0,0.9929203539823008,Easy
UA,1492,2025-08-05,ORD,2025-08-05 21:20:00+00:00,80,51,29,166,76,0.4578313253012048,0,11,0.0,11,1.0,88.0,57.94697921036587,518.0,0.9829222011385199,Easy
G7,4599,2025-08-15,ORD,2025-08-15 19:45:00+00:00,80,29,51,50,46,0.92,0,1,0.0,1,0.0,8.0,79.79641480419484,407.0,0.7320143884892086,Medium
OO,5836,2025-08-12,ORD,2025-08-12 10:35:00+00:00,69,29,40,50,52,1.04,0,2,0.0,2,1.0,-10.0,69.74776319908975,438.0,0.9260042283298098,Easy
UA,721,2025-08-04,ORD,2025-08-04 09:15:00+00:00,80,56,24,179,193,1.0782122905027933,0,0,0.0,0,1.0,-6.0,74.0379691065334,497.0,0.879646017699115,Easy
UA,2343,2025-08-01,ORD,2025-08-01 14:21:00+00:00,87,56,31,179,132,0.7374301675977654,0,3,0.0,3,0.0,9.0,89.65032834933724,166.0,0.29590017825311943,Medium
OO,5988,2025-08-14,ORD,2025-08-14 14:55:00+00:00,177,34,143,76,76,1.0,0,0,0.0,0,1.0,-8.0,74.34586127671908,481.0,0.8589285714285714,Easy
UA,1834,2025-08-01,ORD,2025-08-01 11:12:00+00:00,69,51,18,166,213,1.283132530120482,0,2,0.0,2,3.0,18.0,70.4786716884665,523.0,0.9322638146167558,Easy
UA,2067,2025-08-15,ORD,2025-08-15 07:27:00+00:00,-14,43,-57,126,133,1.0555555555555556,0,0,0.0,0,1.0,43.0,68.8483720733748,525.0,0.9442446043165468,Easy
OO,5493,2025-08-08,ORD,2025-08-08 11:05:00+00:00,104,29,75,50,52,1.04,0,0,0.0,0,1.0,-6.0,37.16103264942646,551.0,0.9910071942446043,Easy
